Country,League,home_team,away_team,home_score,away_score,season_year,Date_day,Date_hour,first_half,second_half,home_team_goals_current_time,home_team_goals_current_score,home_team_goals,home_team_goals_assist,away_team_goals_current_time,away_team_goals_current_score,away_team_goals,away_team_goals_assist,home_team_yellow_card_current_time,home_team_yellow_card,home_team_yellow_card_why,away_team_yellow_card_current_time,away_team_yellow_card,away_team_yellow_card_why,home_team_red_card_current_time,home_team_red_card,home_team_red_card_why,away_team_red_card_current_time,away_team_red_card,away_team_red_card_why,home_team_substitutions_current_time,home_team_substitutions,home_team_substitutions_with,home_team_substitution_why,away_team_substitutions_current_time,away_team_substitutions,away_team_substitutions_with,away_team_substitution_why,expected_goals_xg_home,expected_goals_xg_host,Ball_Possession_Home,Ball_Possession_Host,Goal_Attempts_Home,Goal_Attempts_Host,Shots_on_Goal_Home,Shots_on_Goal_Host,Shots_off_Goal_Home,Shots_off_Goal_Host,Blocked_Shots_Home,Blocked_Shots_Host,Free_Kicks_Home,Free_Kicks_Host,Corner_Kicks_Home,Corner_Kicks_Host,Offsides_Home,Offsides_Host,Throw_ins_Home,Throw_ins_Host,Goalkeeper_Saves_Home,Goalkeeper_Saves_Host,Fouls_Home,Fouls_Host,Red_Cards_Home,Red_Cards_Host,Yellow_Cards_Home,Yellow_Cards_Host,Total_Passes_Home,Total_Passes_Host,Completed_Passes_Home,Completed_Passes_Host,Tackles_Home,Tackles_Host,Crosses_Completed_Home,Crosses_Completed_Host,Interceptions_Home,Interceptions_Host,Attacks_Home,Attacks_Host,Dangerous_Attacks_Home,Dangerous_Attacks_Host,Distance_Covered_(km)_Home,Distance_Covered_(km)_Host,Clearances_Completed_Home,Clearances_Completed_Host,Pass_Success_per_Home,Pass_Success_per_Host,referee,venue,capacity,attendance
Germany,Bundesliga,Augsburg,Stuttgart,0,1,2023/2024,10.05,21:30,"""0 - 0""","""0 - 1""",,,,,"[""48'""]",['0 - 1'],['Guirassy S.'],['(Millot E.)'],"[""63'"", ""76'"", ""82'"", ""90+5'""]","['Demirovic E.', 'Mbabu K.', 'Iago', 'Gouweleeuw J.']","['(Tripping)', '(Roughing, misses next match)', '(Tripping)', '(Unsportsmanlike conduct)']","[""42'"", ""72'""]","['Anton W.', 'Jeong Woo-Yeong']","['(Unsportsmanlike conduct)', '(Tripping)']",,,,,,,"[""32'"", ""75'"", ""75'"", ""85'""]","['Maier A.', 'Michel S.', 'Engels A.', 'Beljo D.']","['Vargas R.', 'Dorsch N.', 'Breithaupt T.', 'Tietz P.']","['(Injury)', '-', '-', '-']","[""71'"", ""71'"", ""84'"", ""84'""]","['Silas', 'Jeong Woo-Yeong', 'Karazor A.', 'Rouault A.']","['Leweling J.', 'Fuhrich C.', 'Millot E.', 'Undav D.']","['-', '-', '-', '-']",0.71,2.37,27%,73%,9.0,19.0,1.0,7.0,8.0,12.0,,,12.0,19.0,5.0,5.0,4.0,0.0,13.0,15.0,6.0,1.0,15.0,9.0,,,4.0,2.0,208.0,753.0,158.0,693.0,,,,,,,80.0,131.0,46.0,60.0,113.0,111.0,,,,,Ittrich P.  (Ger),WWK Arena  (Augsburg),30 660,30 660
Germany,Bundesliga,Heidenheim,Mainz,1,1,2023/2024,5.05,20:30,"""0 - 1""","""1 - 0""","[""65'""]",['1 - 1'],['Kleindienst T.'],['(Traore O. H.)'],"[""37'""]",['0 - 1'],['Burkardt J.'],['(Caci A.)'],"[""35'"", ""76'""]","['Gimber B.', 'Kleindienst T.']","['(Roughing)', '(Roughing, misses next match)']","[""27'"", ""69'"", ""84'""]","['Barreiro L.', 'Burkardt J.', 'Kohr D.']","['(Holding)', '(Tripping)', '(Foul)']",,,,,,,"[""68'"", ""80'"", ""85'""]","['Dovedan N.', 'Thomalla D.', 'Schimmer S.']","['Pieringer M.', 'Sessa K.', 'Kleindienst T.']","['-', '-', '-']","[""71'"", ""72'"", ""75'"", ""88'""]","['Krauss T.', 'da Costa D.', 'Weiper N.', 'Ngankam J.']","['Ajorque L.', 'Widmer S.', 'Fernandes E.', 'Lee Jae-Sung']","['-', '-', '-', '-']",1.29,0.93,48%,52%,16.0,10.0,6.0,4.0,10.0,6.0,,,9.0,9.0,6.0,3.0,2.0,2.0,19.0,22.0,3.0,5.0,8.0,8.0,,,2.0,3.0,419.0,511.0,331.0,419.0,,,,,,,103.0,126.0,54.0,65.0,122.0,123.0,,,,,Jablonski S.  (Ger),Voith-Arena  (Heidenheim),15 000,15 000
Germany,Bundesliga,Eintracht Frankfurt,Bayer Leverkusen,1,5,2023/2024,5.05,18:30,"""1 - 2""","""0 - 3""","[""32'""]",['1 - 1'],['Ekitike H.'],['(Chaibi F.)'],"[""12'"", ""44'"", ""58'"", ""77'"", ""89'""]","['0 - 1', '1 - 2', '1 - 3', '1 - 4', '1 - 5']","['Xhaka G.', 'Schick P.', 'Palacios E.', 'Frimpong J.', 'Boniface V.']","['(Hlozek A.)', '(Hlozek A.)', '(Penalty)', '(Hlozek A.)', '(Penalty)']",,,,,,,,,,,,,"[""70'"", ""70'"", ""80'"", ""80'"", ""80'""]","['Larsson H.', 'Knauff A.', 'Buta', 'Bahoya J.', 'Nacho']","['Skhiri E.', 'Nkounkou N.', 'Dina Ebimbe J.', 'Chaibi F.', 'Ekitike H.']","['-', '-', '-', '-', '-']","[""61'"", ""61'"", ""72'"", ""72'"", ""83'""]","['Hincapie P.', 'Boniface V.', 'Tah J.', 'Frimpong J.', 'Puerta G.']","['Arthur', 'Schick P.', 'Xhaka G.', 'Tella N.', 'Andrich R.']","['-', '-', '-', '-', '-']",1.22,2.83,53%,47%,16.0,10.0,5.0,6.0,11.0,4.0,,,6.0,7.0,10.0,5.0,1.0,1.0,10.0,16.0,1.0,4.0,10.0,4.0,,,,,528.0,416.0,454.0,349.0,,,,,,,100.0,63.0,58.0,32.0,111.0,114.0,,,,,Dingert C.  (Ger),Deutsche Bank Park  (Frankfurt),58 000,58 000
Germany,Bundesliga,Union Berlin,Bochum,3,4,2023/2024,5.05,16:30,"""0 - 3""","""3 - 1""","[""59'"", ""62'"", ""74'""]","['1 - 3', '2 - 3', '3 - 4']","['Vertessen Y.', 'Bedia C.', 'Hollerbach B.']","['(Gosens R.)', '(Schafer A.)', '(Aaronson B.)']","[""16'"", ""31'"", ""37'"", ""70'""]","['0 - 1', '0 - 2', '0 - 3', '2 - 4']","['Wittek M.', 'Wittek M.', 'Schlotterbeck K.', 'Hofmann P.']","['(Broschinski M.)', '(Osterhage P.)', '(Passlack F.)', '(Passlack F.)']",,,,"[""90+5'""]",['Gamboa C.'],['(Tripping)'],,,,,,,"[""46'"", ""46'"", ""46'"", ""70'"", ""88'""]","['Vertessen Y.', 'Aaronson B.', 'Bedia C.', 'Kral A.', 'Knoche R.']","['Vogt K.', 'Volland K.', 'Tousart L.', 'Schafer A.', 'Khedira R.']","['-', '-', '-', '-', '-']","[""67'"", ""67'"", ""79'"", ""79'"", ""88'""]","['Antwi-Adjei C.', 'Oermann T.', 'Masovic E.', 'Daschner L.', 'Gamboa C.']","['Broschinski M.', 'Wittek M.', 'Bero M.', 'Hofmann P.', 'Passlack F.']","['-', '-', '-', '-', '-']",1.49,1.59,50%,50%,12.0,17.0,6.0,5.0,6.0,12.0,,,15.0,14.0,6.0,4.0,1.0,0.0,30.0,35.0,1.0,3.0,13.0,16.0,,,0.0,1.0,281.0,298.0,208.0,230.0,,,,,,,112.0,113.0,42.0,42.0,117.0,114.0,,,,,Fritz M.  (Ger),Stadion An der Alten Försterei  (Berlin),22 012,22 012
Germany,Bundesliga,FC Koln,Freiburg,0,0,2023/2024,4.05,19:30,"""0 - 0""","""0 - 0""",,,,,,,,,"[""74'""]",['Finkgrafe M.'],['(Holding)'],"[""51'""]",['Kubler L.'],['(Tripping)'],,,,,,,"[""57'"", ""57'"", ""68'"", ""84'"", ""84'""]","['Tigges S.', 'Heintz D.', 'Kainz F.', 'Diehl J.', 'Adamyan S.']","['Thielmann J.', 'Chabot J.', 'Maina L.', 'Alidou F.', 'Waldschmidt L.']","['-', '-', '-', '-', '-']","[""78'"", ""78'"", ""89'"", ""89'""]","['Philipp M.', 'Makengo J.', 'Muslija F.', 'Adamu J.']","['Sallai R.', 'Gunter C.', 'Grifo V.', 'Gregoritsch M.']","['-', '-', '-', '-']",1.11,0.43,55%,45%,20.0,4.0,7.0,0.0,13.0,4.0,,,9.0,11.0,7.0,1.0,0.0,0.0,33.0,16.0,0.0,7.0,10.0,9.0,,,1.0,1.0,459.0,371.0,367.0,289.0,,,,,,,133.0,90.0,61.0,33.0,117.0,112.0,,,,,Storks S.  (Ger),RheinEnergieStadion  (Cologne),50 000,50 000
Germany,Bundesliga,Dortmund,Augsburg,5,1,2023/2024,4.05,16:30,"""4 - 1""","""1 - 0""","[""4'"", ""20'"", ""29'"", ""34'"", ""64'""]","['1 - 0', '2 - 0', '3 - 0', '4 - 1', '5 - 1']","['Moukoko Y.', 'Malen D.', 'Moukoko Y.', 'Reus M.', 'Nmecha F.']","['-', '(Gittens J.)', '(Reus M.)', '(Watjen K.)', '(Reus M.)']","[""32'""]",['3 - 1'],['Vargas R.'],['(Maier A.)'],,,,"[""10'""]",['Bauer M.'],['(Tripping)'],,,,,,,"[""63'"", ""63'"", ""63'"", ""66'"", ""73'""]","['Schlotterbeck N.', 'Adeyemi K.', 'Ozcan S.', 'Brandt J.', 'Sabitzer M.']","['Morey Bauza M.', 'Malen D.', 'Wolf M.', 'Reus M.', 'Nmecha F.']","['-', '-', '-', '-', '-']","[""67'"", ""67'"", ""67'"", ""73'"", ""77'""]","['Dorsch N.', 'Beljo D.', 'Pfeiffer P.', 'Komur M.', 'Engels A.']","['Vargas R.', 'Tietz P.', 'Bauer M.', 'Maier A.', 'Breithaupt T.']","['-', '-', '-', '-', '-']",4.27,2.25,58%,42%,21.0,20.0,10.0,4.0,11.0,16.0,,,11.0,5.0,6.0,9.0,1.0,0.0,8.0,10.0,3.0,5.0,4.0,11.0,,,0.0,1.0,579.0,367.0,521.0,316.0,,,,,,,81.0,83.0,38.0,60.0,115.0,115.0,,,,,Schroder R.  (Ger),Signal Iduna Park  (Dortmund),81 365,81 365
Germany,Bundesliga,Stuttgart,Bayern Munich,3,1,2023/2024,4.05,16:30,"""1 - 1""","""2 - 0""","[""29'"", ""83'"", ""90+3'""]","['1 - 0', '2 - 1', '3 - 1']","['Stergiou L.', 'Jeong Woo-Yeong', 'Silas']","['(Undav D.)', '(Silas)', '(Guirassy S.)']","[""37'""]",['1 - 1'],['Kane H.'],['(Penalty)'],"[""24'""]",['Anton W.'],['(Holding)'],"[""20'"", ""78'"", ""90+4'""]","['Dier E.', 'Pavlovic A.', 'Tuchel T.']","['(Roughing)', '(Holding)', '(Not on pitch)']",,,,,,,"[""72'"", ""72'"", ""79'"", ""90+2'""]","['Dahoud M.', 'Jeong Woo-Yeong', 'Silas', 'Raimund L.']","['Rouault A.', 'Fuhrich C.', 'Leweling J.', 'Undav D.']","['-', '-', '-', '-']","[""17'"", ""46'"", ""64'"", ""64'"", ""72'""]","['Goretzka L.', 'Upamecano D.', 'Zaragoza B.', 'Mazraoui N.', 'Sane L.']","['Guerreiro R.', 'Dier E.', 'Gnabry S.', 'Kimmich J.', 'Tel M.']","['(Injury)', '-', '-', '-', '-']",1.97,1.56,56%,44%,24.0,10.0,11.0,3.0,13.0,7.0,,,7.0,12.0,3.0,1.0,3.0,0.0,20.0,13.0,2.0,8.0,10.0,8.0,,,1.0,2.0,659.0,424.0,600.0,365.0,,,,,,,153.0,42.0,54.0,15.0,112.0,109.0,,,,,Welz T.  (Ger),MHPArena  (Stuttgart),60 449,60 000
Germany,Bundesliga,Werder Bremen,B. Monchengladbach,2,2,2023/2024,4.05,16:30,"""1 - 1""","""1 - 1""","[""45'"", ""65'""]","['1 - 1', '2 - 1']","['Woltemade N.', 'Woltemade N.']","['(Bittencourt L.)', '(Ducksch M.)']","[""8'"", ""90+1'""]","['0 - 1', '2 - 2']","['Hack R.', 'Neuhaus F.']","['(Reitz R.)', '(Penalty)']",,,,,,,,,,,,,"[""76'"", ""76'"", ""84'"", ""90+2'""]","['Stark N.', 'Stage J.', 'Deman O.', 'Kownacki D.']","['Jung A.', 'Woltemade N.', 'Bittencourt L.', 'Ducksch M.']","['-', '-', '-', '-']","[""46'"", ""71'"", ""71'"", ""71'"", ""79'""]","['Cvancara T.', 'Ngoumou N.', 'Lainer S.', 'Neuhaus F.', 'Siebatcheu J.']","['Plea A.', 'Kone M.', 'Friedrich M.', 'Honorat F.', 'Reitz R.']","['-', '-', '-', '-', '-']",1.85,1.95,55%,45%,17.0,17.0,6.0,7.0,11.0,10.0,,,8.0,7.0,7.0,2.0,2.0,1.0,13.0,10.0,5.0,4.0,6.0,7.0,,,,,627.0,476.0,546.0,400.0,,,,,,,130.0,96.0,53.0,37.0,119.0,117.0,,,,,Gerach T.  (Ger),Weserstadion  (Bremen),42 100,42 100
Germany,Bundesliga,Wolfsburg,Darmstadt,3,0,2023/2024,4.05,16:30,"""2 - 0""","""1 - 0""","[""8'"", ""11'"", ""90+3'""]","['1 - 0', '2 - 0', '3 - 0']","['Wimmer P.', 'Wind J.', 'Cerny V.']","['-', '(Majer L.)', '(Kaminski J.)']",,,,,,,,"[""7'"", ""32'"", ""90+1'""]","['Muller A.', 'Maglica M.', 'Zimmermann C.']","['(Tripping)', '(Roughing)', '(Roughing, misses next match)']",,,,,,,"[""65'"", ""66'"", ""82'"", ""82'"", ""90+2'""]","['Kaminski J.', 'Zesiger C.', 'Behrens K.', 'Cerny V.', 'Tomas T.']","['Baku R.', 'Wimmer P.', 'Wind J.', 'Paredes K.', 'Majer L.']","['-', '-', '-', '-', '-']","[""34'"", ""46'"", ""60'"", ""85'"", ""85'""]","['Muller J.', 'Seydel A.', 'Honsak M.', 'Schnellhardt F.', 'Arania A.']","['Maglica M.', 'Muller A.', 'Vilhelmsson O.', 'Justvan J.', 'Karic E.']","['(Injury)', '-', '-', '-', '-']",1.94,0.39,53%,47%,18.0,6.0,6.0,1.0,12.0,5.0,,,13.0,8.0,9.0,2.0,0.0,4.0,24.0,14.0,1.0,3.0,11.0,13.0,,,0.0,3.0,527.0,462.0,459.0,388.0,,,,,,,83.0,69.0,58.0,40.0,119.0,116.0,,,,,Hartmann R.  (Ger),Volkswagen Arena  (Wolfsburg),28 917,23 108
Germany,Bundesliga,Hoffenheim,RB Leipzig,1,1,2023/2024,3.05,21:30,"""0 - 1""","""1 - 0""","[""90'""]",['1 - 1'],['Kramaric A.'],['(Bulter M.)'],"[""38'""]",['0 - 1'],['Sesko B.'],['(Raum D.)'],"[""69'""]",['Kabak O.'],['(Tripping)'],"[""55'"", ""86'""]","['Simons X.', 'Raum D.']","['(Delay of game)', '(Delay of game)']",,,,"[""72'""]",['Simons X.'],['(Tripping)'],"[""67'"", ""79'"", ""79'"", ""90+2'""]","['Jurasek D.', 'Bischof T.', 'Moerstedt M.', 'Conte B.']","['Beier M.', 'Stach A.', 'Kabak O.', 'Bebou I.']","['-', '-', '-', '-']","[""16'"", ""59'"", ""77'"", ""77'"", ""77'""]","['Seiwald N.', 'Baumgartner C.', 'Simakan M.', 'Poulsen Y.', 'Kampl K.']","['Schlager X.', 'Sesko B.', 'Olmo D.', 'Openda L.', 'Haidara A.']","['(Injury)', '-', '-', '-', '-']",1.66,0.86,55%,45%,18.0,8.0,8.0,5.0,10.0,3.0,,,12.0,6.0,4.0,4.0,0.0,4.0,17.0,17.0,4.0,7.0,6.0,8.0,0.0,1.0,1.0,3.0,578.0,473.0,520.0,407.0,,,,,,,136.0,87.0,74.0,29.0,125.0,117.0,,,,,Osmers H.  (Ger),PreZero Arena  (Sinsheim),30 150,25 066
Germany,Bundesliga,Darmstadt,Heidenheim,0,1,2023/2024,28.04,20:30,"""0 - 0""","""0 - 1""",,,,,"[""90'""]",['0 - 1'],['Dovedan N.'],['(Kuhlwetter C.)'],"[""52'"", ""60'""]","['Karic E.', 'Kempe T.']","['(Tripping)', '(Roughing)']","[""43'""]",['Gimber B.'],['(Elbowing)'],,,,,,,"[""63'"", ""80'"", ""80'""]","['Justvan J.', 'Honsak M.', 'Holtmann G.']","['Kempe T.', 'Karic E.', 'Vilhelmsson O.']","['-', '-', '-']","[""69'"", ""69'"", ""83'"", ""90+4'""]","['Thomalla D.', 'Dovedan N.', 'Kuhlwetter C.', 'Pick F.']","['Pieringer M.', 'Sessa K.', 'Dinkci E.', 'Beste J.']","['-', '-', '-', '-']",0.77,2.13,47%,53%,12.0,19.0,4.0,6.0,8.0,13.0,,,14.0,16.0,3.0,8.0,1.0,2.0,17.0,32.0,5.0,4.0,14.0,12.0,,,2.0,1.0,365.0,432.0,287.0,342.0,,,,,,,127.0,98.0,29.0,44.0,116.0,116.0,,,,,Dankert B.  (Ger),Merck-Stadion am Bollenfalltor  (Darmstadt),17 810,17 416
Germany,Bundesliga,Mainz,FC Koln,1,1,2023/2024,28.04,18:30,"""1 - 0""","""0 - 1""","[""29'""]",['1 - 0'],['Barreiro L.'],['-'],"[""90+5'""]",['1 - 1'],['Kainz F.'],['(Penalty)'],"[""28'"", ""70'"", ""83'"", ""87'""]","['Caci A.', 'Hanche-Olsen A.', 'Amiri N.', 'Gruda B.']","['(Roughing)', '(Unsportsmanlike conduct)', '(Roughing, misses next match)', '(Roughing, misses next match)']","[""28'"", ""66'"", ""66'"", ""76'""]","['Alidou F.', 'Chabot J.', 'Uth M.', 'Schmitz B.']","['(Roughing)', '(Roughing)', '(Unsportsmanlike conduct)', '(Tripping)']","[""90+9'""]",['Mwene P.'],['(Serious foul)'],,,,"[""56'"", ""64'"", ""87'""]","['Widmer S.', 'Fernandes E.', 'Ajorque L.']","['Onisiwo K.', 'Caci A.', 'Gruda B.']","['(Injury)', '-', '-']","[""62'"", ""62'"", ""62'"", ""72'"", ""83'""]","['Uth M.', 'Downs D.', 'Maina L.', 'Kainz F.', 'Adamyan S.']","['Waldschmidt L.', 'Tigges S.', 'Thielmann J.', 'Huseinbasic D.', 'Alidou F.']","['-', '-', '-', '-', '-']",2.25,3.03,46%,54%,16.0,16.0,4.0,6.0,12.0,10.0,,,14.0,16.0,6.0,6.0,1.0,1.0,24.0,26.0,5.0,3.0,17.0,13.0,1.0,0.0,4.0,4.0,244.0,381.0,159.0,305.0,,,,,,,103.0,99.0,54.0,55.0,118.0,118.0,,,,,Brand B.  (Ger),Mewa Arena  (Mainz),34 000,33 000
Germany,Bundesliga,B. Monchengladbach,Union Berlin,0,0,2023/2024,28.04,16:30,"""0 - 0""","""0 - 0""",,,,,,,,,"[""46'"", ""89'""]","['Lainer S.', 'Reitz R.']","['(Roughing)', '(Unsportsmanlike conduct)']","[""44'"", ""48'""]","['Vogt K.', 'Khedira R.']","['(Holding)', '(Roughing)']",,,,,,,"[""66'"", ""66'"", ""80'"", ""80'"", ""88'""]","['Netz L.', 'Ngoumou N.', 'Kone M.', 'Honorat F.', 'Siebatcheu J.']","['Lainer S.', 'Cvancara T.', 'Chiarodia F. C.', 'Hack R.', 'Plea A.']","['-', '-', '-', '-', '-']","[""46'"", ""46'"", ""74'"", ""87'"", ""87'""]","['Schafer A.', 'Knoche R.', 'Hollerbach B.', 'Trimmel C.', 'Kaufmann M.']","['Vertessen Y.', 'Vogt K.', 'Aaronson B.', 'Juranovic J.', 'Volland K.']","['-', '-', '-', '-', '-']",0.97,0.93,52%,48%,13.0,14.0,4.0,7.0,9.0,7.0,,,12.0,3.0,3.0,4.0,0.0,0.0,28.0,25.0,7.0,4.0,3.0,13.0,,,2.0,2.0,512.0,495.0,406.0,402.0,,,,,,,91.0,146.0,49.0,52.0,117.0,120.0,,,,,Stegemann S.  (Ger),Borussia-Park  (Mönchengladbach),54 042,53 723
Germany,Bundesliga,Bayer Leverkusen,Stuttgart,2,2,2023/2024,27.04,19:30,"""0 - 0""","""2 - 2""","[""61'"", ""90+6'""]","['1 - 2', '2 - 2']","['Adli A.', 'Andrich R.']","['(Grimaldo A.)', '(Hincapie P.)']","[""47'"", ""57'""]","['0 - 1', '0 - 2']","['Fuhrich C.', 'Undav D.']","['-', '-']","[""31'"", ""41'"", ""58'"", ""70'"", ""83'""]","['Palacios E.', 'Kossounou O.', 'Andrich R.', 'Alonso X.', 'Hincapie P.']","['(Roughing)', '(Holding)', '(Roughing)', '(Not on pitch)', '(Foul)']","[""42'"", ""69'"", ""70'"", ""77'""]","['Undav D.', 'Millot E.', 'Hoeness S.', 'Mittelstadt M.']","['(Unsportsmanlike conduct)', '(Tripping, misses next match)', '(Not on pitch)', '(Tripping, misses next match)']",,,,,,,"[""46'"", ""74'"", ""74'"", ""89'"", ""89'""]","['Hincapie P.', 'Boniface V.', 'Wirtz F.', 'Tella N.', 'Stanisic J.']","['Tah J.', 'Schick P.', 'Hofmann J.', 'Frimpong J.', 'Grimaldo A.']","['-', '-', '-', '-', '-']","[""74'"", ""74'"", ""81'"", ""81'"", ""90+2'""]","['Jeong Woo-Yeong', 'Dahoud M.', 'Rouault A.', 'Silas', 'Stenzel P.']","['Undav D.', 'Millot E.', 'Stergiou L.', 'Fuhrich C.', 'Leweling J.']","['-', '-', '-', '-', '-']",1.32,1.76,45%,55%,14.0,11.0,6.0,4.0,8.0,7.0,,,21.0,9.0,5.0,2.0,1.0,2.0,17.0,17.0,2.0,4.0,10.0,19.0,,,4.0,3.0,488.0,510.0,386.0,430.0,,,,,,,102.0,106.0,68.0,26.0,117.0,117.0,,,,,Zwayer F.  (Ger),BayArena  (Leverkusen),30 210,30 210
Germany,Bundesliga,Augsburg,Werder Bremen,0,3,2023/2024,27.04,16:30,"""0 - 0""","""0 - 3""",,,,,"[""52'"", ""61'"", ""90'""]","['0 - 1', '0 - 2', '0 - 3']","['Schmid R.', 'Ducksch M.', 'Deman O.']","['(Ducksch M.)', '(Penalty)', '(Weiser M.)']","[""64'""]",['Jakic K.'],"['(Tripping, misses next match)']","[""5'"", ""63'""]","['Friedl M.', 'Woltemade N.']","['(Roughing)', '(Roughing)']",,,,,,,"[""46'"", ""61'"", ""61'"", ""72'"", ""72'""]","['Pfeiffer P.', 'Michel S.', 'Biel P.', 'Beljo D.', 'Dorsch N.']","['Engels A.', 'Tietz P.', 'Vargas R.', 'Jakic K.', 'Maier A.']","['-', '-', '-', '-', '-']","[""80'"", ""80'"", ""88'"", ""90+1'""]","['Gross C.', 'Kownacki D.', 'Deman O.', 'Stark N.']","['Bittencourt L.', 'Ducksch M.', 'Woltemade N.', 'Lynen S.']","['-', '-', '-', '-']",1.12,2.28,56%,44%,14.0,16.0,1.0,8.0,13.0,8.0,,,10.0,20.0,6.0,4.0,3.0,2.0,19.0,20.0,5.0,1.0,18.0,8.0,,,1.0,2.0,380.0,318.0,312.0,255.0,,,,,,,119.0,76.0,56.0,45.0,111.0,112.0,,,,,Welz T.  (Ger),WWK Arena  (Augsburg),30 660,30 660
Germany,Bundesliga,Bayern Munich,Eintracht Frankfurt,2,1,2023/2024,27.04,16:30,"""1 - 1""","""1 - 0""","[""9'"", ""61'""]","['1 - 0', '2 - 1']","['Kane H.', 'Kane H.']","['(Laimer K.)', '(Penalty)']","[""23'""]",['1 - 1'],['Ekitike H.'],['(Pacho W.)'],,,,"[""60'"", ""62'"", ""62'""]","['Koch R.', 'Skhiri E.', 'Gotze M.']","['(Elbowing)', '(Unsportsmanlike conduct)', '(Foul, misses next match)']",,,,,,,"[""28'"", ""46'"", ""69'"", ""69'"", ""81'""]","['Pavlovic A.', 'Kim Min-Jae', 'Tel M.', 'Davies A.', 'Zvonarek L.']","['Laimer K.', 'de Ligt M.', 'Kimmich J.', 'Mazraoui N.', 'Guerreiro R.']","['(Injury)', '-', '-', '-', '-']","[""69'"", ""70'"", ""77'"", ""77'"", ""88'""]","['Bahoya J.', 'Nkounkou N.', 'van de Beek D.', 'Larsson H.', 'Chandler T.']","['Ekitike H.', 'Dina Ebimbe J.', 'Buta', 'Gotze M.', 'Skhiri E.']","['-', '-', '-', '-', '-']",3.82,0.46,61%,39%,19.0,10.0,9.0,3.0,10.0,7.0,,,9.0,12.0,4.0,2.0,1.0,2.0,5.0,2.0,2.0,7.0,11.0,7.0,,,0.0,3.0,673.0,417.0,611.0,351.0,,,,,,,139.0,98.0,63.0,38.0,118.0,119.0,,,,,Schlager D.  (Ger),Allianz Arena  (Munich),75 024,75 000
Germany,Bundesliga,Freiburg,Wolfsburg,1,2,2023/2024,27.04,16:30,"""1 - 0""","""0 - 2""","[""42'""]",['1 - 0'],['Bornauw S.'],['(Own goal)'],"[""82'"", ""90'""]","['1 - 1', '1 - 2']","['Arnold M.', 'Lacroix M.']","['-', '(Arnold M.)']","[""55'"", ""67'"", ""73'"", ""90+2'""]","['Gregoritsch M.', 'Sallai R.', 'Hofler N.', 'Holer L.']","['(Roughing)', '(Foul)', '(Roughing, misses next match)', '(Tripping)']","[""62'"", ""90+3'""]","['Arnold M.', 'Bornauw S.']","['(Roughing)', '(Delay of game, misses next match)']","[""64'""]",['Sildillia K.'],['(Tripping)'],,,,"[""72'"", ""72'"", ""90+2'"", ""90+5'""]","['Makengo J.', 'Holer L.', 'Weisshaupt N.', 'Muslija F.']","['Grifo V.', 'Gregoritsch M.', 'Gunter C.', 'Eggestein M.']","['-', '-', '-', '-']","[""46'"", ""46'"", ""46'"", ""69'"", ""90+5'""]","['Wimmer P.', 'Paredes K.', 'Maehle J.', 'Svanberg M.', 'Behrens K.']","['Tomas T.', 'Zesiger C.', 'Fischer K.', 'Vranckx A.', 'Wind J.']","['-', '-', '-', '(Injury)', '-']",1.76,0.61,50%,50%,16.0,13.0,3.0,5.0,13.0,8.0,,,9.0,16.0,3.0,6.0,3.0,3.0,17.0,15.0,3.0,2.0,12.0,7.0,1.0,0.0,4.0,2.0,398.0,383.0,319.0,306.0,,,,,,,101.0,76.0,51.0,38.0,107.0,113.0,,,,,Willenborg F.  (Ger),Europa-Park Stadion  (Freiburg),34 700,32 800
Germany,Bundesliga,RB Leipzig,Dortmund,4,1,2023/2024,27.04,16:30,"""2 - 1""","""2 - 0""","[""23'"", ""45+2'"", ""46'"", ""80'""]","['1 - 1', '2 - 1', '3 - 1', '4 - 1']","['Openda L.', 'Sesko B.', 'Simakan M.', 'Baumgartner C.']","['(Simons X.)', '-', '(Openda L.)', '(Henrichs B.)']","[""20'""]",['0 - 1'],['Sancho J.'],['-'],"[""37'""]",['Simakan M.'],['(Unsportsmanlike conduct)'],"[""37'"", ""76'""]","['Sancho J.', 'Schlotterbeck N.']","['(Unsportsmanlike conduct)', '(Tripping)']",,,,,,,"[""52'"", ""70'"", ""87'"", ""87'"", ""88'""]","['Henrichs B.', 'Baumgartner C.', 'Seiwald N.', 'Kampl K.', 'Klostermann L.']","['Simakan M.', 'Sesko B.', 'Haidara A.', 'Schlager X.', 'Openda L.']","['(Injury)', '-', '-', '-', '-']","[""46'"", ""51'"", ""63'"", ""71'""]","['Reus M.', 'Sule N.', 'Gittens J.', 'Moukoko Y.']","['Adeyemi K.', 'Hummels M.', 'Ozcan S.', 'Ryerson J.']","['-', '(Injury)', '-', '-']",3.19,1.66,39%,61%,21.0,12.0,7.0,5.0,14.0,7.0,,,9.0,12.0,5.0,8.0,0.0,1.0,14.0,14.0,4.0,3.0,11.0,7.0,,,1.0,2.0,336.0,549.0,289.0,490.0,,,,,,,84.0,98.0,39.0,52.0,113.0,111.0,,,,,Aytekin D.  (Ger),Red Bull Arena  (Leipzig),47 069,47 069
